line,direction,stop_number,distance,ulica_id,bus_stop_group,typ,bus_stop_platform
102,TP-OLS,11,4164,1513,2123,1,02
102,TP-OLS,12,4624,0311,2122,1,02
102,TP-OLS,13,4944,0311,2121,1,02
102,TP-OLS,14,5284,2042,2113,1,04
102,TP-OLS,15,5466,2042,2112,1,02
102,TP-OLS,16,5823,2042,2111,1,02
102,TP-OLS,17,6213,2042,2110,1,02
102,TP-OLS,18,6788,0314,2109,1,02
102,TP-OLS,19,7013,0314,2108,4,05
102,TP-OLS,20,7167,0314,2108,7,71
102,TP-OLS,21,7224,0314,2108,5,04
102,TX-MSNV,1,0,0314,2108,5,04
102,TX-MSNV,2,321,2042,2109,1,03
102,TX-MSNV,3,889,2042,2110,1,01
102,TX-MSNV,4,1313,2042,2111,1,01
102,TX-MSNV,5,1561,2042,2112,1,01
102,TX-MSNV,6,1831,2509,2113,1,02
102,TX-MSNV,7,2186,0311,2121,1,01
102,TX-MSNV,8,2491,0311,2122,1,01
102,TX-MSNV,9,2856,1513,2123,1,01
102,TX-MSNV,10,3216,2014,2413,1,03
102,TX-MSNV,11,3437,0307,2117,1,01
102,TX-MSNV,12,3696,2803,2118,1,01
102,TX-MSNV,13,4128,2803,2119,2,01
102,TX-MSNV,14,4626,1309,2120,1,07
102,TX-MSNV,15,4991,2601,2002,2,01
102,TX-MSNV,16,5181,2601,2001,1,09
102,TX-MSNV,17,5686,2045,1231,1,01
102,TX-MSNV,18,6126,2045,1231,3,07
102,TX-OLS,1,0,2045,1231,3,07
102,TX-OLS,2,535,2630,1232,2,04
102,TX-OLS,3,1025,2045,1231,1,02
102,TX-OLS,4,1365,2201,1001,1,01
102,TX-OLS,5,1773,2601,2001,1,54
102,TX-OLS,6,2053,1309,2002,2,06
102,TX-OLS,7,2414,0209,2120,1,14
102,TX-OLS,8,2879,2803,2119,2,02
102,TX-OLS,9,3334,0307,2118,1,02
102,TX-OLS,10,3565,1513,2117,1,02
102,TX-OLS,11,4164,1513,2123,1,02
102,TX-OLS,12,4624,0311,2122,1,02
102,TX-OLS,13,4944,0311,2121,1,02
102,TX-OLS,14,5284,2042,2113,1,04
102,TX-OLS,15,5466,2042,2112,1,02
102,TX-OLS,16,5823,2042,2111,1,02
102,TX-OLS,17,6213,2042,2110,1,02
102,TX-OLS,18,6788,0314,2109,1,02
102,TX-OLS,19,7013,0314,2108,4,05
102,TX-OLS5V,1,0,2045,1231,3,07
102,TX-OLS5V,2,535,2630,1232,2,04
102,TX-OLS5V,3,1025,2045,1231,1,02
102,TX-OLS5V,4,1365,2201,1001,1,01
102,TX-OLS5V,5,1773,2601,2001,1,54
102,TX-OLS5V,6,2053,1309,2002,2,06
102,TX-OLS5V,7,2414,0209,2120,1,14
102,TX-OLS5V,8,2879,2803,2119,2,02
102,TX-OLS5V,9,3334,0307,2118,1,02
102,TX-OLS5V,10,3565,1513,2117,1,02
102,TX-OLS5V,11,4164,1513,2123,1,02
102,TX-OLS5V,12,4624,0311,2122,1,02
102,TX-OLS5V,13,4944,0311,2121,1,02
102,TX-OLS5V,14,5284,2042,2113,1,04
102,TX-OLS5V,15,5466,2042,2112,1,02
102,TX-OLS5V,16,5823,2042,2111,1,02
102,TX-OLS5V,17,6213,2042,2110,1,02
102,TX-OLS5V,18,6788,0314,2109,1,02
102,TX-OLS5V,19,7013,0314,2108,4,05
102,TX-OLS71,1,0,2045,1231,3,07
102,TX-OLS71,2,535,2630,1232,2,04
102,TX-OLS71,3,1025,2045,1231,1,02
102,TX-OLS71,4,1365,2201,1001,1,01
102,TX-OLS71,5,1773,2601,2001,1,54
102,TX-OLS71,6,2053,1309,2002,2,06
102,TX-OLS71,7,2414,0209,2120,1,14
102,TX-OLS71,8,2879,2803,2119,2,02
102,TX-OLS71,9,3334,0307,2118,1,02
102,TX-OLS71,10,3565,1513,2117,1,02
102,TX-OLS71,11,4164,1513,2123,1,02
102,TX-OLS71,12,4624,0311,2122,1,02
102,TX-OLS71,13,4944,0311,2121,1,02
102,TX-OLS71,14,5284,2042,2113,1,04
102,TX-OLS71,15,5466,2042,2112,1,02
102,TX-OLS71,16,5823,2042,2111,1,02
102,TX-OLS71,17,6213,2042,2110,1,02
102,TX-OLS71,18,6788,0314,2109,1,02
102,TX-OLS71,19,7013,0314,2108,4,05
102,TX-OLS71,20,7167,0314,2108,7,71
102,TX-OLSV,1,0,2045,1231,3,07
102,TX-OLSV,2,535,2630,1232,2,04
102,TX-OLSV,3,1025,2045,1231,1,02
102,TX-OLSV,4,1365,2201,1001,1,01
102,TX-OLSV,5,1773,2601,2001,1,54
102,TX-OLSV,6,2053,1309,2002,2,06
102,TX-OLSV,7,2414,0209,2120,1,14
102,TX-OLSV,8,2879,2803,2119,2,02
102,TX-OLSV,9,3334,0307,2118,1,02
102,TX-OLSV,10,3565,1513,2117,1,02
102,TX-OLSV,11,4164,1513,2123,1,02
102,TX-OLSV,12,4624,0311,2122,1,02
102,TX-OLSV,13,4944,0311,2121,1,02
102,TX-OLSV,14,5284,2042,2113,1,04
102,TX-OLSV,15,5466,2042,2112,1,02
102,TX-OLSV,16,5823,2042,2111,1,02
102,TX-OLSV,17,6213,2042,2110,1,02
102,TX-OLSV,18,6788,0314,2109,1,02
102,TX-OLSV,19,7013,0314,2108,4,05
102,TX-OLSV,20,7167,0314,2108,7,71
102,TX-OLSV,21,7224,0314,2108,5,04
102,TZ-MSN3,1,0,2045,1231,3,07
102,TZ-MSN3,2,3979,2002,R-13,6,99
102,TZ-OLS0,1,0,0314,2108,7,71
102,TZ-OLS0,2,2561,1928,R-10,6,98
102,TZ-OLS3,1,0,0314,2108,4,05
102,TZ-OLS3,2,7760,2002,R-13,6,99
103,TO-DWT,1,0,1222,6059,7,71
103,TO-DWT,2,365,1222,6059,5,01
103,TO-DWT,3,670,1814,6057,1,02
103,TO-DWT,4,1045,1814,6070,1,02
103,TO-DWT,5,1667,1505,6013,1,01
103,TO-DWT,6,1842,1505,6012,2,01
103,TO-DWT,7,2344,1505,6011,2,01
103,TO-DWT,8,2579,1505,6010,1,01
103,TO-DWT,9,2901,1505,6009,2,01
103,TO-DWT,10,3136,0141,6008,1,05
103,TO-DWT,11,3542,0141,6052,1,03
103,TO-DWT,12,4056,1113,6021,1,03
103,TO-DWT,13,4591,0831,6045,1,07
103,TO-DWT,14,4901,1247,6132,1,01
103,TO-DWT,15,5301,1906,6131,1,01
103,TO-DWT,16,5621,2972,6155,1,01
103,TO-DWT,17,6341,1816,6129,2,01
103,TO-DWT,18,6621,1816,6093,1,01
103,TO-DWT,19,6961,1816,6091,1,01
103,TO-DWT,20,7541,1816,6090,1,01
103,TO-DWT,21,7871,2901,5122,2,01
103,TO-DWT,22,8211,2901,5123,2,01
103,TO-DWT,23,8656,2902,5211,2,01
103,TO-DWT,24,8973,2902,5124,2,01
103,TO-DWT,25,9307,2902,5125,2,01
103,TO-DWT,26,9572,1809,5067,1,05
103,TO-DWT,27,9963,1809,5112,1,01
103,TO-DWT,28,10196,1809,5026,1,03
103,TO-DWT,29,10800,1809,5005,1,05
103,TO-DWT,30,11333,2832,5042,1,05
103,TO-DWT,31,11793,2834,5119,3,01
103,TO-MML,1,0,2834,5119,3,01
103,TO-MML,2,297,1213,5120,1,53
103,TO-MML,3,1218,1262,5041,1,52
103,TO-MML,4,2003,1204,5042,1,02
103,TO-MML,5,2538,1809,5005,1,06
103,TO-MML,6,3113,1809,5026,1,04
103,TO-MML,7,3443,1809,5112,1,02
103,TO-MML,8,3653,1809,5067,1,06
103,TO-MML,9,4073,2902,5125,2,02
103,TO-MML,10,4424,2902,5124,2,02
103,TO-MML,11,4754,2902,5211,2,02
103,TO-MML,12,5073,2901,5123,2,02
103,TO-MML,13,5433,2901,5122,2,02
103,TO-MML,14,5763,1816,6090,1,02
103,TO-MML,15,5966,1816,6221,1,02
103,TO-MML,16,6470,1816,6091,1,02
103,TO-MML,17,6780,1816,6093,1,02
103,TO-MML,18,7150,2972,6129,2,02
103,TO-MML,19,7780,1906,6155,1,03
103,TO-MML,20,8200,1247,6131,1,02
103,TO-MML,21,8610,0831,6045,1,08
103,TO-MML,22,9370,0141,6021,1,04
103,TO-MML,23,9773,0141,6052,1,04
103,TO-MML,24,10120,0141,6008,1,06
103,TO-MML,25,10435,1505,6009,2,02
103,TO-MML,26,10700,1505,6010,1,02
103,TO-MML,27,10996,1505,6011,2,02
103,TO-MML,28,11422,1505,6012,2,02
103,TO-MML,29,11741,1814,6013,1,05
103,TO-MML,30,12235,1814,6070,1,01
103,TO-MML,31,12739,1222,6057,1,04
103,TO-MML,32,13049,1222,6059,4,03
103,TO-MML,33,13717,1222,6059,7,71
103,TX-DWT,1,0,1222,6059,5,01
103,TX-DWT,2,305,1814,6057,1,02
103,TX-DWT,3,680,1814,6070,1,02
103,TX-DWT,4,1302,1505,6013,1,01
103,TX-DWT,5,1477,1505,6012,2,01
103,TX-DWT,6,1979,1505,6011,2,01
103,TX-DWT,7,2214,1505,6010,1,01
103,TX-DWT,8,2536,1505,6009,2,01
103,TX-DWT,9,2771,0141,6008,1,05
103,TX-DWT,10,3177,0141,6052,1,03
103,TX-DWT,11,3691,1113,6021,1,03
103,TX-DWT,12,4226,0831,6045,1,07
103,TX-DWT,13,4536,1247,6132,1,01
103,TX-DWT,14,4936,1906,6131,1,01
103,TX-DWT,15,5256,2972,6155,1,01
103,TX-DWT,16,5976,1816,6129,2,01
103,TX-DWT,17,6256,1816,6093,1,01
103,TX-DWT,18,6596,1816,6091,1,01
103,TX-DWT,19,7176,1816,6090,1,01
103,TX-DWT,20,7506,2901,5122,2,01
103,TX-DWT,21,7846,2901,5123,2,01
103,TX-DWT,22,8291,2902,5211,2,01
103,TX-DWT,23,8608,2902,5124,2,01
103,TX-DWT,24,8942,2902,5125,2,01
103,TX-DWT,25,9207,1809,5067,1,05
103,TX-DWT,26,9598,1809,5112,1,01
103,TX-DWT,27,9831,1809,5026,1,03
103,TX-DWT,28,10435,1809,5005,1,05
103,TX-DWT,29,10968,2832,5042,1,05
103,TX-DWT,30,11428,2834,5119,3,01
103,TX-MML,1,0,2834,5119,3,01
103,TX-MML,2,297,1213,5120,1,53
103,TX-MML,3,1218,1262,5041,1,52
103,TX-MML,4,2003,1204,5042,1,02
103,TX-MML,5,2538,1809,5005,1,06
103,TX-MML,6,3113,1809,5026,1,04
103,TX-MML,7,3443,1809,5112,1,02
103,TX-MML,8,3653,1809,5067,1,06
103,TX-MML,9,4073,2902,5125,2,02
103,TX-MML,10,4424,2902,5124,2,02
103,TX-MML,11,4754,2902,5211,2,02
103,TX-MML,12,5073,2901,5123,2,02
103,TX-MML,13,5433,2901,5122,2,02
103,TX-MML,14,5763,1816,6090,1,02
103,TX-MML,15,5966,1816,6221,1,02
103,TX-MML,16,6470,1816,6091,1,02
103,TX-MML,17,6780,1816,6093,1,02
103,TX-MML,18,7150,2972,6129,2,02
103,TX-MML,19,7780,1906,6155,1,03
103,TX-MML,20,8200,1247,6131,1,02
103,TX-MML,21,8610,0831,6045,1,08
103,TX-MML,22,9370,0141,6021,1,04
103,TX-MML,23,9773,0141,6052,1,04
103,TX-MML,24,10120,0141,6008,1,06
103,TX-MML,25,10435,1505,6009,2,02
103,TX-MML,26,10700,1505,6010,1,02
103,TX-MML,27,10996,1505,6011,2,02
103,TX-MML,28,11422,1505,6012,2,02
103,TX-MML,29,11741,1814,6013,1,05
103,TX-MML,30,12235,1814,6070,1,01
103,TX-MML,31,12739,1222,6057,1,04
103,TX-MML,32,13049,1222,6059,4,03
104,TP-BRZ,1,0,1214,1085,3,13
104,TP-BRZ,2,417,1401,1085,1,10
104,TP-BRZ,3,687,1401,1150,1,02
104,TP-BRZ,4,977,1401,1165,1,02
104,TP-BRZ,5,1186,1401,1166,2,02
104,TP-BRZ,6,1906,0215,1167,2,02
104,TP-BRZ,7,2236,2558,1168,2,04
104,TP-BRZ,8,2621,2558,1510,2,02
104,TP-BRZ,9,3181,0610,1511,2,02
104,TP-BRZ,10,3671,0610,1512,2,02
104,TP-BRZ,11,4071,1117,1354,2,01
104,TP-BRZ,12,4321,1117,1353,2,01
104,TP-BRZ,13,4395,0215,1172,2,02
104,TP-BRZ,14,4926,0215,1173,2,02
104,TP-BRZ,15,5261,0215,1174,2,02
104,TP-BRZ,16,5759,0215,1175,2,02
104,TP-BRZ,17,6231,0215,1176,3,01
104,TP-MBR,1,0,0215,1176,3,01
104,TP-MBR,2,572,0215,1175,2,01
104,TP-MBR,3,1069,0215,1174,2,01
104,TP-MBR,4,1464,0215,1173,2,01
104,TP-MBR,5,1912,0215,1172,2,01
104,TP-MBR,6,2071,1117,1353,2,02
104,TP-MBR,7,2326,0610,1354,2,03
104,TP-MBR,8,2686,0610,1512,2,01
104,TP-MBR,9,3176,0610,1511,2,01
104,TP-MBR,10,3726,2558,1510,2,01
104,TP-MBR,11,4046,0215,1168,2,01
104,TP-MBR,12,4386,0215,1167,2,01
104,TP-MBR,13,4916,1254,1166,2,01
104,TP-MBR,14,5184,1401,1260,2,03
104,TP-MBR,15,5496,1401,1150,1,01
104,TP-MBR,16,5882,1214,1085,3,13
104,TX-BRZV,1,0,1214,1085,3,13
104,TX-BRZV,2,417,1401,1085,1,10
104,TX-BRZV,3,687,1401,1150,1,02
104,TX-BRZV,4,977,1401,1165,1,02
104,TX-BRZV,5,1186,1401,1166,2,02
104,TX-BRZV,6,1906,0215,1167,2,02
104,TX-BRZV,7,2236,2558,1168,2,04
104,TX-BRZV,8,2621,2558,1510,2,02
104,TX-BRZV,9,3181,0610,1511,2,02
104,TX-BRZV,10,3671,0610,1512,2,02
104,TX-BRZV,11,4071,1117,1354,2,01
104,TX-BRZV,12,4321,1117,1353,2,01
104,TX-BRZV,13,4395,0215,1172,2,02
104,TX-BRZV,14,4926,0215,1173,2,02
104,TX-BRZV,15,5261,0215,1174,2,02
104,TX-BRZV,16,5759,0215,1175,2,02
104,TX-BRZV,17,6231,0215,1176,3,01
104,TX-MBRV,1,0,0215,1176,3,01
104,TX-MBRV,2,572,0215,1175,2,01
104,TX-MBRV,3,1069,0215,1174,2,01
104,TX-MBRV,4,1464,0215,1173,2,01
104,TX-MBRV,5,1912,0215,1172,2,01
104,TX-MBRV,6,2071,1117,1353,2,02
104,TX-MBRV,7,2326,0610,1354,2,03
104,TX-MBRV,8,2686,0610,1512,2,01
104,TX-MBRV,9,3176,0610,1511,2,01
104,TX-MBRV,10,3726,2558,1510,2,01
104,TX-MBRV,11,4046,0215,1168,2,01
104,TX-MBRV,12,4386,0215,1167,2,01
104,TX-MBRV,13,4916,1254,1166,2,01
104,TX-MBRV,14,5184,1401,1260,2,03
104,TX-MBRV,15,5496,1401,1150,1,01
104,TX-MBRV,16,5882,1214,1085,3,13
105,TD-1GOR,1,0,1221,R-11,6,00
105,TD-1GOR,2,6610,1303,5050,5,01
105,TD-1RDA,1,0,1221,R-11,6,00
105,TD-1RDA,2,6866,1804,5040,5,02
105,TP-GOR,1,0,1804,5040,3,02
105,TP-GOR,2,258,1804,5041,1,02
105,TP-GOR,3,1006,1204,5042,1,02
105,TP-GOR,4,1780,1204,5043,1,02
105,TP-GOR,5,2081,1204,5044,1,02
105,TP-GOR,6,2875,2502,5009,1,02
105,TP-GOR,7,3377,2032,5010,1,53
105,TP-GOR,8,3647,1108,5205,1,02
105,TP-GOR,9,4049,0940,5206,1,02
105,TP-GOR,10,4324,2502,5021,1,02
105,TP-GOR,11,4740,1806,5001,2,02
105,TP-GOR,12,4971,1806,5012,1,04
105,TP-GOR,13,5763,1806,5013,2,02
105,TP-GOR,14,6295,1806,5014,1,02
105,TP-GOR,15,6685,1303,5192,2,04
105,TP-GOR,16,7165,1303,5045,1,02
105,TP-GOR,17,7526,1303,5046,1,02
105,TP-GOR,18,7921,1303,5047,2,02
105,TP-GOR,19,8348,1303,5048,1,02
105,TP-GOR,20,8881,1303,5049,1,02
105,TP-GOR,21,9226,0805,5050,4,03
105,TP-GOR,22,9474,0805,5050,7,71
105,TP-RDA,1,0,0805,5050,7,71
105,TP-RDA,2,492,1303,5050,5,01
105,TP-RDA,3,823,1303,5049,1,01
105,TP-RDA,4,1346,1303,5048,1,01
105,TP-RDA,5,1820,1303,5047,2,01
105,TP-RDA,6,2208,1303,5046,1,01
105,TP-RDA,7,2573,1303,5045,1,01
105,TP-RDA,8,3108,1806,5192,2,01
105,TP-RDA,9,3378,1806,5014,1,01
105,TP-RDA,10,3775,1806,5013,2,01
105,TP-RDA,11,4447,1806,5012,1,01
105,TP-RDA,12,4895,1806,5001,2,01
105,TP-RDA,13,5370,0940,5021,1,05
105,TP-RDA,14,5625,1108,5206,1,01
105,TP-RDA,15,6047,2032,5205,1,51
105,TP-RDA,16,6426,2502,5010,1,03
105,TP-RDA,17,6831,2502,5009,1,01
105,TP-RDA,18,7479,1204,5044,1,01
105,TP-RDA,19,7863,1204,5043,1,01
105,TP-RDA,20,8722,1204,5042,1,01
105,TP-RDA,21,9386,1204,5040,1,09
105,TP-RDA,22,9906,1204,5040,3,02
105,TX-GOR3,1,0,1804,5040,3,02
105,TX-GOR3,2,258,1804,5041,1,02
105,TX-GOR3,3,1006,1204,5042,1,02
105,TX-GOR3,4,1780,1204,5043,1,02
105,TX-GOR3,5,2081,1204,5044,1,02
105,TX-GOR3,6,2875,2502,5009,1,02
105,TX-GOR3,7,3377,2032,5010,1,53
105,TX-GOR3,8,3647,1108,5205,1,02
105,TX-GOR3,9,4049,0940,5206,1,02
105,TX-GOR3,10,4324,2502,5021,1,02
105,TX-GOR3,11,4740,1806,5001,2,02
105,TX-GOR3,12,4971,1806,5012,1,04
105,TX-GOR3,13,5763,1806,5013,2,02
105,TX-GOR3,14,6295,1806,5014,1,02
105,TX-GOR3,15,6685,1303,5192,2,04
105,TX-GOR3,16,7165,1303,5045,1,02
105,TX-GOR3,17,7526,1303,5046,1,02
105,TX-GOR3,18,7921,1303,5047,2,02
105,TX-GOR3,19,8348,1303,5048,1,02
105,TX-GOR3,20,8881,1303,5049,1,02
105,TX-GOR3,21,9226,0805,5050,4,03
105,TX-GOR53,1,0,1804,5040,3,02
105,TX-GOR53,2,258,1804,5041,1,02
105,TX-GOR53,3,1006,1204,5042,1,02
105,TX-GOR53,4,1780,1204,5043,1,02
105,TX-GOR53,5,2081,1204,5044,1,02
105,TX-GOR53,6,2875,2502,5009,1,02
105,TX-GOR53,7,3377,2032,5010,1,53
105,TX-GOR53,8,3647,1108,5205,1,02
105,TX-GOR53,9,4049,0940,5206,1,02
105,TX-GOR53,10,4324,2502,5021,1,02
105,TX-GOR53,11,4740,1806,5001,2,02
105,TX-GOR53,12,4971,1806,5012,1,04
105,TX-GOR53,13,5763,1806,5013,2,02
105,TX-GOR53,14,6295,1806,5014,1,02
105,TX-GOR53,15,6685,1303,5192,2,04
105,TX-GOR53,16,7165,1303,5045,1,02
105,TX-GOR53,17,7526,1303,5046,1,02
105,TX-GOR53,18,7921,1303,5047,2,02
105,TX-GOR53,19,8348,1303,5048,1,02
105,TX-GOR53,20,8881,1303,5049,1,02
105,TX-GOR53,21,9226,0805,5050,1,03
105,TX-GOR53,22,9451,0805,5050,3,53
105,TX-LAZ,1,0,1804,5040,3,02
105,TX-LAZ,2,258,1804,5041,1,02
105,TX-LAZ,3,1006,1204,5042,1,02
105,TX-LAZ,4,1780,1204,5043,1,02
105,TX-LAZ,5,2081,1204,5044,1,02
105,TX-LAZ,6,2875,2502,5009,1,02
105,TX-LAZ,7,3377,2032,5010,1,53
105,TX-LAZ,8,3647,1108,5205,1,02
105,TX-LAZ,9,4049,0940,5206,1,02
105,TX-LAZ,10,4324,2502,5021,1,02
105,TX-LAZ,11,4740,1806,5001,2,02
105,TX-LAZ,12,4971,1806,5012,1,04
105,TX-LAZ,13,5763,1806,5013,2,02
105,TX-LAZ,14,6295,1806,5014,1,02
105,TX-LAZ,15,6763,0938,5192,4,03
105,TX-RDA,1,0,1303,5050,5,01
105,TX-RDA,2,331,1303,5049,1,01
105,TX-RDA,3,854,1303,5048,1,01
105,TX-RDA,4,1328,1303,5047,2,01
105,TX-RDA,5,1716,1303,5046,1,01
105,TX-RDA,6,2081,1303,5045,1,01
105,TX-RDA,7,2616,1806,5192,2,01
105,TX-RDA,8,2886,1806,5014,1,01
105,TX-RDA,9,3283,1806,5013,2,01
105,TX-RDA,10,3955,1806,5012,1,01
105,TX-RDA,11,4403,1806,5001,2,01
105,TX-RDA,12,4878,0940,5021,1,05
105,TX-RDA,13,5133,1108,5206,1,01
105,TX-RDA,14,5555,2032,5205,1,51
105,TX-RDA,15,5934,2502,5010,1,03
105,TX-RDA,16,6339,2502,5009,1,01
105,TX-RDA,17,6987,1204,5044,1,01
105,TX-RDA,18,7371,1204,5043,1,01
105,TX-RDA,19,8230,1204,5042,1,01
105,TX-RDA,20,8894,1204,5040,1,09
105,TX-RDA,21,9414,1204,5040,3,02
105,TX-RDA3,1,0,0805,5050,7,71
105,TX-RDA3,2,492,1303,5050,5,01
105,TX-RDA3,3,823,1303,5049,1,01
105,TX-RDA3,4,1346,1303,5048,1,01
105,TX-RDA3,5,1820,1303,5047,2,01
105,TX-RDA3,6,2208,1303,5046,1,01
105,TX-RDA3,7,2573,1303,5045,1,01
105,TX-RDA3,8,3108,1806,5192,2,01
105,TX-RDA3,9,3378,1806,5014,1,01
105,TX-RDA3,10,3775,1806,5013,2,01
105,TX-RDA3,11,4447,1806,5012,1,01
105,TX-RDA3,12,4895,1806,5001,2,01
105,TX-RDA3,13,5370,0940,5021,1,05
105,TX-RDA3,14,5625,1108,5206,1,01
105,TX-RDA3,15,6047,2032,5205,1,51
105,TX-RDA3,16,6426,2502,5010,1,03
105,TX-RDA3,17,6831,2502,5009,1,01
105,TX-RDA3,18,7479,1204,5044,1,01
105,TX-RDA3,19,7863,1204,5043,1,01
105,TX-RDA3,20,8722,1204,5042,1,01
105,TX-RDA3,21,9386,1204,5040,1,09
105,TX-RDA3,22,9734,2202,5040,4,03
105,TZ-GOR1,1,0,0805,5050,4,03
105,TZ-GOR1,2,6440,1221,R-11,6,99
105,TZ-LAZ1,1,0,0938,5192,4,03
105,TZ-LAZ1,2,4382,1221,R-11,6,99
105,TZ-RDA31,1,0,2202,5040,3,03
105,TZ-RDA31,2,6322,1221,R-11,6,99
106,TD-3MAT,1,0,2002,R-13,6,00
106,TD-3MAT,2,3912,0504,7059,3,01
106,TD-3OST,1,0,2002,R-13,6,00
106,TD-3OST,2,8443,2902,5124,3,05
106,TD-7MAT,1,0,2513,R-07,6,00
106,TD-7MAT,2,9429,0504,7059,3,01
106,TD-7OST,1,0,2513,R-07,6,00
106,TD-7OST,2,9699,2902,5124,3,05
106,TP-MAT,1,0,2902,5124,3,05
106,TP-MAT,2,120,2902,5124,2,01
106,TP-MAT,3,454,2902,5125,2,01
106,TP-MAT,4,719,1809,5067,1,05
106,TP-MAT,5,1110,1809,5112,1,01
106,TP-MAT,6,1343,1809,5026,1,03
106,TP-MAT,7,1973,2502,5005,1,01
106,TP-MAT,8,2385,2008,5038,1,01
106,TP-MAT,9,2861,2008,5095,2,01
106,TP-MAT,10,3202,0804,5037,1,01
106,TP-MAT,11,3622,0804,5193,1,01
106,TP-MAT,12,4052,0804,5036,1,01
106,TP-MAT,13,4402,0804,7087,1,01
106,TP-MAT,14,4851,1208,7025,1,03
106,TP-MAT,15,5135,1208,7015,1,03
106,TP-MAT,16,5336,1208,7028,2,01
106,TP-MAT,17,5892,1209,7044,1,01
106,TP-MAT,18,6320,2102,7043,1,03
106,TP-MAT,19,6933,2209,7067,1,01
106,TP-MAT,20,7116,0504,7062,1,02
106,TP-MAT,21,7494,0504,7061,1,02
106,TP-MAT,22,7846,0504,7060,2,02
106,TP-MAT,23,8129,0504,7059,3,01
106,TP-OST,1,0,0504,7059,3,01
106,TP-OST,2,226,2505,7058,2,01
106,TP-OST,3,658,0504,7060,2,01
106,TP-OST,4,910,0504,7061,1,01
106,TP-OST,5,1282,0504,7062,1,01
106,TP-OST,6,1544,2209,7067,1,02
106,TP-OST,7,2143,2102,7043,1,04
106,TP-OST,8,2464,1209,7044,1,02
106,TP-OST,9,3027,1208,7028,2,02
106,TP-OST,10,3440,1208,7015,1,04
106,TP-OST,11,3634,0804,7025,1,04
106,TP-OST,12,4161,0804,7087,1,02
106,TP-OST,13,4620,0804,5036,1,02
106,TP-OST,14,5031,0804,5037,1,02
106,TP-OST,15,5361,0804,5095,2,02
106,TP-OST,16,6039,2008,5038,1,02
106,TP-OST,17,6429,1204,5042,1,02
106,TP-OST,18,6964,1809,5005,1,06
106,TP-OST,19,7539,1809,5026,1,04
106,TP-OST,20,7869,1809,5112,1,02
106,TP-OST,21,8079,1809,5067,1,06
106,TP-OST,22,8499,2902,5125,2,02
106,TP-OST,23,8850,2902,5124,2,02
106,TP-OST,24,8960,2902,5124,3,05
106,TZ-MAT3,1,0,0504,7059,3,01
106,TZ-MAT3,2,6251,2002,R-13,6,99
106,TZ-MAT7,1,0,0504,7059,3,01
106,TZ-MAT7,2,10704,2513,R-07,6,99
106,TZ-OST3,1,0,2902,5124,3,05
106,TZ-OST3,2,8443,2002,R-13,6,99
106,TZ-OST7,1,0,2902,5124,3,05
106,TZ-OST7,2,9758,2513,R-07,6,99
107,TD-3ESP,1,0,2002,R-13,6,00
107,TD-3ESP,2,6169,0106,5157,3,03
107,TD-7SIE,1,0,2513,R-07,6,00
107,TD-7SIE,2,7169,0103,3079,3,04
107,TO-ESP,1,0,0103,3079,3,04
107,TO-ESP,2,423,2044,3080,2,04
107,TO-ESP,3,985,2044,3091,2,02
107,TO-ESP,4,1452,0815,3090,1,02
107,TO-ESP,5,1821,0815,3089,1,02
107,TO-ESP,6,2106,0815,3062,1,02
107,TO-ESP,7,2469,0326,3061,1,02
107,TO-ESP,8,3027,0126,3060,1,03
107,TO-ESP,9,3277,0250,3325,2,04
107,TO-ESP,10,3807,0232,3088,1,02
107,TO-ESP,11,4097,0232,3087,1,02
107,TO-ESP,12,4327,0306,3059,1,03
107,TO-ESP,13,4570,0326,3059,1,02
107,TO-ESP,14,5038,0326,3058,1,02
107,TO-ESP,15,5553,0326,3057,1,02
107,TO-ESP,16,5869,0326,7073,1,02
107,TO-ESP,17,6284,0326,7074,1,02
107,TO-ESP,18,6695,1405,7075,2,02
107,TO-ESP,19,7153,1405,7071,1,06
107,TO-ESP,20,7749,0813,7039,1,02
107,TO-ESP,21,8147,1811,7038,1,04
107,TO-ESP,22,8396,1811,7035,1,02
107,TO-ESP,23,8834,1242,7034,1,02
107,TO-ESP,24,9114,1242,7033,1,04
107,TO-ESP,25,9774,1503,7013,1,04
107,TO-ESP,26,10095,1503,7014,1,02
107,TO-ESP,27,10488,1503,7015,1,02
107,TO-ESP,28,11278,0002,7016,1,02
107,TO-ESP,29,11528,0132,7099,1,02
107,TO-ESP,30,11792,1606,7024,1,02
107,TO-ESP,31,12434,1606,7082,1,04
107,TO-ESP,32,12714,2035,5154,1,04
107,TO-ESP,33,13213,0550,5166,1,02
107,TO-ESP,34,13672,0550,5157,3,03
107,TO-SIE,1,0,0106,5157,3,03
107,TO-SIE,2,532,2035,5155,1,01
107,TO-SIE,3,852,1606,5154,1,03
107,TO-SIE,4,1192,1606,7082,1,03
107,TO-SIE,5,1555,1606,7024,1,01
107,TO-SIE,6,1943,0132,7099,1,01
107,TO-SIE,7,2248,0002,7016,1,03
107,TO-SIE,8,2852,1503,7015,1,01
107,TO-SIE,9,3115,1503,7014,1,01
107,TO-SIE,10,4091,0101,7013,1,15
107,TO-SIE,11,4371,1242,7033,1,03
107,TO-SIE,12,4592,1242,7034,1,01
107,TO-SIE,13,5054,1242,7035,1,03
107,TO-SIE,14,5350,1811,7038,1,03
