line,direction,stop_number,distance,ulica_id,bus_stop_group,typ,bus_stop_platform
1,TD-1AN03,1,0,1501,R-01,6,00
1,TD-1AN03,2,182,0123,5004,5,03
1,TD-1AN03,3,717,1703,5003,1,08
1,TD-1AN03,4,938,1703,5084,1,02
1,TD-1AN03,5,1213,1703,5085,1,02
1,TD-1AN03,6,1569,1703,5086,1,04
1,TD-1AN03,7,2005,1703,5087,1,04
1,TD-1AN03,8,2505,1703,5159,1,03
1,TD-1AN03,9,2868,0203,7091,1,07
1,TD-1AN03,10,3193,0203,7081,1,03
1,TD-1AN03,11,3671,0203,7019,1,07
1,TD-1AN03,12,4220,0203,7054,1,05
1,TD-1AN03,13,4597,1532,7055,1,03
1,TD-1AN03,14,5040,1532,1164,1,04
1,TD-1AN03,15,5519,2001,1006,1,04
1,TD-1AN03,16,5737,2001,1006,1,08
1,TD-1AN03,17,6387,2001,1075,1,04
1,TD-1AN03,18,6954,1701,1077,1,04
1,TD-1AN03,19,7555,1701,1078,1,04
1,TD-1AN03,20,8086,1701,1079,1,04
1,TD-1AN03,21,8494,1567,1080,1,04
1,TD-1AN03,22,9271,1901,1082,1,02
1,TD-1AN03,23,9614,1901,1083,1,04
1,TD-1AN03,24,9836,1901,1084,1,02
1,TD-1AN03,25,10223,1901,1085,1,02
1,TD-1AN03,26,10682,1901,1086,1,04
1,TD-1AN03,27,11147,0104,1087,3,03
1,TD-1BAN,1,0,1501,R-01,6,00
1,TD-1BAN,2,182,0123,5004,5,03
1,TD-1BAN,3,702,1703,5003,1,07
1,TD-1BAN,4,1009,2202,5037,1,05
1,TD-1BAN,5,1342,2202,5040,1,05
1,TD-1BAN,6,2005,2202,4001,1,13
1,TD-1BAN,7,2367,0801,4002,1,02
1,TD-1BAN,8,2850,0005,4003,1,08
1,TD-1BAN,9,3147,0801,4121,1,04
1,TD-1BAN,10,3402,0801,4004,1,04
1,TD-1BAN,11,3933,0202,4005,1,07
1,TD-1BAN,12,4270,0202,4108,3,04
1,TD-2AN04,1,0,1202,R-02,6,00
1,TD-2AN04,2,464,1203,1028,5,01
1,TD-2AN04,3,1158,2201,1001,1,04
1,TD-2AN04,4,1498,2201,1002,1,04
1,TD-2AN04,5,1975,2201,1003,1,08
1,TD-2AN04,6,2316,1301,1066,1,04
1,TD-2AN04,7,3064,1301,1071,1,02
1,TD-2AN04,8,3727,1701,1077,1,04
1,TD-2AN04,9,4328,1701,1078,1,04
1,TD-2AN04,10,4859,1701,1079,1,04
1,TD-2AN04,11,5267,1567,1080,1,04
1,TD-2AN04,12,6044,1901,1082,1,02
1,TD-2AN04,13,6387,1901,1083,1,04
1,TD-2AN04,14,6609,1901,1084,1,02
1,TD-2AN04,15,6996,1901,1085,1,02
1,TD-2AN04,16,7455,1901,1086,1,04
1,TD-2AN04,17,7911,0104,1087,3,04
1,TD-2NAR,1,0,1202,R-02,6,00
1,TD-2NAR,2,464,1203,1028,5,01
1,TD-2NAR,3,1158,2201,1001,1,04
1,TD-2NAR,4,1498,2201,1002,1,04
1,TD-2NAR,5,1975,2201,1003,1,08
1,TD-2NAR,6,2587,1101,1004,1,02
1,TD-2NAR,7,2866,1101,1005,1,04
1,TD-2NAR,8,3438,1101,1006,1,06
1,TD-2NAR,9,3561,2001,1006,1,03
1,TD-2NAR,10,4009,1532,1164,1,03
1,TD-2NAR,11,4494,1532,7055,1,04
1,TD-2NAR,12,4848,0203,7054,1,04
1,TD-2NAR,13,5413,0203,7019,1,08
1,TD-2NAR,14,5893,0203,7081,1,04
1,TD-2NAR,15,6471,1703,5159,1,04
1,TD-2NAR,16,7024,1703,5087,1,03
1,TD-2NAR,17,7546,1703,5086,1,03
1,TD-2NAR,18,8063,1703,5084,1,01
1,TD-2NAR,19,8538,1703,5003,1,07
1,TD-2NAR,20,8845,2202,5037,1,05
1,TD-2NAR,21,9178,2202,5040,1,05
1,TD-2NAR,22,9841,2202,4001,1,13
1,TD-2NAR,23,10203,0801,4002,1,02
1,TD-2NAR,24,10688,0005,4003,4,13
1,TD-2NAR,25,10894,0005,4003,5,12
1,TD-2ZEW,1,0,1202,R-02,6,00
1,TD-2ZEW,2,464,1203,1028,5,01
1,TD-2ZEW,3,1158,2201,1001,1,04
1,TD-2ZEW,4,1498,2201,1002,1,04
1,TD-2ZEW,5,1975,2201,1003,1,08
1,TD-2ZEW,6,2316,1301,1066,1,04
1,TD-2ZEW,7,3064,1301,1071,1,02
1,TD-2ZEW,8,3727,1701,1077,1,04
1,TD-2ZEW,9,4328,1701,1078,1,04
1,TD-2ZEW,10,4859,1701,1079,1,04
1,TD-2ZEW,11,5267,1567,1080,1,04
1,TD-2ZEW,12,6044,1901,1082,1,02
1,TD-2ZEW,13,6387,1901,1083,1,04
1,TD-2ZEW,14,6609,1901,1084,1,02
1,TD-2ZEW,15,6996,1901,1085,1,02
1,TD-2ZEW,16,7455,1901,1086,1,04
1,TD-2ZEW,17,7956,0104,1088,1,04
1,TD-2ZEW,18,8521,0104,1089,1,04
1,TD-2ZEW,19,8994,0104,1090,1,02
1,TD-2ZEW,20,9493,0104,1091,3,03
1,TD-4AN03,1,0,1803,R-04,6,00
1,TD-4AN03,2,154,1803,6061,5,05
1,TD-4AN03,3,984,1505,6014,1,03
1,TD-4AN03,4,1424,1505,6013,1,03
1,TD-4AN03,5,2007,1505,6011,1,03
1,TD-4AN03,6,2359,1505,6010,1,03
1,TD-4AN03,7,2869,1505,6008,1,03
1,TD-4AN03,8,3245,1505,6007,1,03
1,TD-4AN03,9,3863,1505,6006,1,05
1,TD-4AN03,10,4186,2004,6075,1,03
1,TD-4AN03,11,4650,2004,6005,1,03
1,TD-4AN03,12,5273,2003,6094,1,03
1,TD-4AN03,13,5749,0025,6039,1,03
1,TD-4AN03,14,6595,0110,7091,1,09
1,TD-4AN03,15,6791,0203,7091,1,07
1,TD-4AN03,16,7116,0203,7081,1,03
1,TD-4AN03,17,7594,0203,7019,1,07
1,TD-4AN03,18,8143,0203,7054,1,05
1,TD-4AN03,19,8520,1532,7055,1,03
1,TD-4AN03,20,8963,1532,1164,1,04
1,TD-4AN03,21,9442,2001,1006,1,04
1,TD-4AN03,22,9660,2001,1006,1,08
1,TD-4AN03,23,10310,2001,1075,1,04
1,TD-4AN03,24,10877,1701,1077,1,04
1,TD-4AN03,25,11478,1701,1078,1,04
1,TD-4AN03,26,12009,1701,1079,1,04
1,TD-4AN03,27,12417,1567,1080,1,04
1,TD-4AN03,28,13194,1901,1082,1,02
1,TD-4AN03,29,13537,1901,1083,1,04
1,TD-4AN03,30,13759,1901,1084,1,02
1,TD-4AN03,31,14146,1901,1085,1,02
1,TD-4AN03,32,14605,1901,1086,1,04
1,TD-4AN03,33,15070,0104,1087,3,03
1,TD-4AN04,1,0,1803,R-04,6,00
1,TD-4AN04,2,154,1803,6061,5,05
1,TD-4AN04,3,984,1505,6014,1,03
1,TD-4AN04,4,1424,1505,6013,1,03
1,TD-4AN04,5,2007,1505,6011,1,03
1,TD-4AN04,6,2359,1505,6010,1,03
1,TD-4AN04,7,2869,1505,6008,1,03
1,TD-4AN04,8,3245,1505,6007,1,03
1,TD-4AN04,9,3863,1505,6006,1,05
1,TD-4AN04,10,4186,2004,6075,1,03
1,TD-4AN04,11,4650,2004,6005,1,03
1,TD-4AN04,12,5273,2003,6094,1,03
1,TD-4AN04,13,5749,0025,6039,1,03
1,TD-4AN04,14,6595,0110,7091,1,09
1,TD-4AN04,15,6791,0203,7091,1,07
1,TD-4AN04,16,7116,0203,7081,1,03
1,TD-4AN04,17,7594,0203,7019,1,07
1,TD-4AN04,18,8143,0203,7054,1,05
1,TD-4AN04,19,8520,1532,7055,1,03
1,TD-4AN04,20,8963,1532,1164,1,04
1,TD-4AN04,21,9442,2001,1006,1,04
1,TD-4AN04,22,9660,2001,1006,1,08
1,TD-4AN04,23,10310,2001,1075,1,04
1,TD-4AN04,24,10877,1701,1077,1,04
1,TD-4AN04,25,11478,1701,1078,1,04
1,TD-4AN04,26,12009,1701,1079,1,04
1,TD-4AN04,27,12417,1567,1080,1,04
1,TD-4AN04,28,13194,1901,1082,1,02
1,TD-4AN04,29,13537,1901,1083,1,04
1,TD-4AN04,30,13759,1901,1084,1,02
1,TD-4AN04,31,14146,1901,1085,1,02
1,TD-4AN04,32,14605,1901,1086,1,04
1,TD-4AN04,33,15061,0104,1087,3,04
1,TD-4BAN,1,0,1803,R-04,6,00
1,TD-4BAN,2,154,1803,6061,5,05
1,TD-4BAN,3,984,1505,6014,1,03
1,TD-4BAN,4,1424,1505,6013,1,03
1,TD-4BAN,5,2007,1505,6011,1,03
1,TD-4BAN,6,2359,1505,6010,1,03
1,TD-4BAN,7,2869,1505,6008,1,03
1,TD-4BAN,8,3245,1505,6007,1,03
1,TD-4BAN,9,3863,1505,6006,1,05
1,TD-4BAN,10,4186,2004,6075,1,03
1,TD-4BAN,11,4650,2004,6005,1,03
1,TD-4BAN,12,5273,2003,6094,1,03
1,TD-4BAN,13,5749,0025,6039,1,03
1,TD-4BAN,14,6595,0110,7091,1,09
1,TD-4BAN,15,6816,1703,5159,1,04
1,TD-4BAN,16,7369,1703,5087,1,03
1,TD-4BAN,17,7891,1703,5086,1,03
1,TD-4BAN,18,8408,1703,5084,1,01
1,TD-4BAN,19,8883,1703,5003,1,07
1,TD-4BAN,20,9190,2202,5037,1,05
1,TD-4BAN,21,9523,2202,5040,1,05
1,TD-4BAN,22,10186,2202,4001,1,13
1,TD-4BAN,23,10548,0801,4002,1,02
1,TD-4BAN,24,11031,0005,4003,1,08
1,TD-4BAN,25,11328,0801,4121,1,04
1,TD-4BAN,26,11583,0801,4004,1,04
1,TD-4BAN,27,12114,0202,4005,1,07
1,TD-4BAN,28,12451,0202,4108,3,04
1,TD-4NAR,1,0,1803,R-04,6,00
1,TD-4NAR,2,154,1803,6061,5,05
1,TD-4NAR,3,984,1505,6014,1,03
1,TD-4NAR,4,1424,1505,6013,1,03
1,TD-4NAR,5,2007,1505,6011,1,03
1,TD-4NAR,6,2359,1505,6010,1,03
1,TD-4NAR,7,2869,1505,6008,1,03
1,TD-4NAR,8,3245,1505,6007,1,03
1,TD-4NAR,9,3863,1505,6006,1,05
1,TD-4NAR,10,4186,2004,6075,1,03
1,TD-4NAR,11,4650,2004,6005,1,03
1,TD-4NAR,12,5273,2003,6094,1,03
1,TD-4NAR,13,5749,0025,6039,1,03
1,TD-4NAR,14,6595,0110,7091,1,09
1,TD-4NAR,15,6816,1703,5159,1,04
1,TD-4NAR,16,7369,1703,5087,1,03
1,TD-4NAR,17,7891,1703,5086,1,03
1,TD-4NAR,18,8408,1703,5084,1,01
1,TD-4NAR,19,8883,1703,5003,1,07
1,TD-4NAR,20,9190,2202,5037,1,05
1,TD-4NAR,21,9523,2202,5040,1,05
1,TD-4NAR,22,10186,2202,4001,1,13
1,TD-4NAR,23,10548,0801,4002,1,02
1,TD-4NAR,24,11033,0005,4003,4,13
1,TD-4NAR,25,11239,0005,4003,5,12
1,TD-4ZEW,1,0,1803,R-04,6,00
1,TD-4ZEW,2,154,1803,6061,5,05
1,TD-4ZEW,3,984,1505,6014,1,03
1,TD-4ZEW,4,1424,1505,6013,1,03
1,TD-4ZEW,5,2007,1505,6011,1,03
1,TD-4ZEW,6,2359,1505,6010,1,03
1,TD-4ZEW,7,2869,1505,6008,1,03
1,TD-4ZEW,8,3245,1505,6007,1,03
1,TD-4ZEW,9,3863,1505,6006,1,05
1,TD-4ZEW,10,4186,2004,6075,1,03
1,TD-4ZEW,11,4650,2004,6005,1,03
1,TD-4ZEW,12,5273,2003,6094,1,03
1,TD-4ZEW,13,5749,0025,6039,1,03
1,TD-4ZEW,14,6595,0110,7091,1,09
1,TD-4ZEW,15,6791,0203,7091,1,07
1,TD-4ZEW,16,7116,0203,7081,1,03
1,TD-4ZEW,17,7594,0203,7019,1,07
1,TD-4ZEW,18,8143,0203,7054,1,05
1,TD-4ZEW,19,8520,1532,7055,1,03
1,TD-4ZEW,20,8963,1532,1164,1,04
1,TD-4ZEW,21,9442,2001,1006,1,04
1,TD-4ZEW,22,9660,2001,1006,1,08
1,TD-4ZEW,23,10310,2001,1075,1,04
1,TD-4ZEW,24,10877,1701,1077,1,04
1,TD-4ZEW,25,11478,1701,1078,1,04
1,TD-4ZEW,26,12009,1701,1079,1,04
1,TD-4ZEW,27,12417,1567,1080,1,04
1,TD-4ZEW,28,13194,1901,1082,1,02
1,TD-4ZEW,29,13537,1901,1083,1,04
1,TD-4ZEW,30,13759,1901,1084,1,02
1,TD-4ZEW,31,14146,1901,1085,1,02
1,TD-4ZEW,32,14605,1901,1086,1,04
1,TD-4ZEW,33,15106,0104,1088,1,04
1,TD-4ZEW,34,15671,0104,1089,1,04
1,TD-4ZEW,35,16144,0104,1090,1,02
1,TD-4ZEW,36,16643,0104,1091,3,03
1,TD-5BAN,1,0,0919,R-05,6,00
1,TD-5BAN,2,1052,1901,1086,5,03
1,TD-5BAN,3,1372,1901,1085,1,01
1,TD-5BAN,4,1803,1901,1084,1,01
1,TD-5BAN,5,2019,1901,1083,1,03
1,TD-5BAN,6,2481,1901,1082,1,01
1,TD-5BAN,7,3238,1567,1080,1,03
1,TD-5BAN,8,3551,1701,1079,1,03
1,TD-5BAN,9,4182,1701,1078,1,03
1,TD-5BAN,10,4787,1701,1077,1,07
1,TD-5BAN,11,5342,2001,1075,1,03
1,TD-5BAN,12,5993,2001,1006,1,07
1,TD-5BAN,13,6212,2001,1006,1,03
1,TD-5BAN,14,6660,1532,1164,1,03
1,TD-5BAN,15,7145,1532,7055,1,04
1,TD-5BAN,16,7499,0203,7054,1,04
1,TD-5BAN,17,8064,0203,7019,1,08
1,TD-5BAN,18,8544,0203,7081,1,04
1,TD-5BAN,19,9122,1703,5159,1,04
1,TD-5BAN,20,9675,1703,5087,1,03
1,TD-5BAN,21,10197,1703,5086,1,03
1,TD-5BAN,22,10714,1703,5084,1,01
1,TD-5BAN,23,11189,1703,5003,1,07
1,TD-5BAN,24,11496,2202,5037,1,05
1,TD-5BAN,25,11829,2202,5040,1,05
1,TD-5BAN,26,12492,2202,4001,1,13
1,TD-5BAN,27,12854,0801,4002,1,02
1,TD-5BAN,28,13337,0005,4003,1,08
1,TD-5BAN,29,13634,0801,4121,1,04
1,TD-5BAN,30,13889,0801,4004,1,04
1,TD-5BAN,31,14420,0202,4005,1,07
1,TD-5BAN,32,14757,0202,4108,3,04
1,TD-5NAR,1,0,0919,R-05,6,00
1,TD-5NAR,2,1052,1901,1086,5,03
1,TD-5NAR,3,1372,1901,1085,1,01
1,TD-5NAR,4,1803,1901,1084,1,01
1,TD-5NAR,5,2019,1901,1083,1,03
1,TD-5NAR,6,2481,1901,1082,1,01
1,TD-5NAR,7,3238,1567,1080,1,03
1,TD-5NAR,8,3551,1701,1079,1,03
1,TD-5NAR,9,4182,1701,1078,1,03
1,TD-5NAR,10,4787,1701,1077,1,07
1,TD-5NAR,11,5342,2001,1075,1,03
1,TD-5NAR,12,5993,2001,1006,1,07
1,TD-5NAR,13,6212,2001,1006,1,03
1,TD-5NAR,14,6660,1532,1164,1,03
1,TD-5NAR,15,7145,1532,7055,1,04
1,TD-5NAR,16,7499,0203,7054,1,04
1,TD-5NAR,17,8064,0203,7019,1,08
1,TD-5NAR,18,8544,0203,7081,1,04
1,TD-5NAR,19,9122,1703,5159,1,04
1,TD-5NAR,20,9675,1703,5087,1,03
1,TD-5NAR,21,10197,1703,5086,1,03
1,TD-5NAR,22,10714,1703,5084,1,01
1,TD-5NAR,23,11189,1703,5003,1,07
1,TD-5NAR,24,11496,2202,5037,1,05
1,TD-5NAR,25,11829,2202,5040,1,05
1,TD-5NAR,26,12492,2202,4001,1,13
1,TD-5NAR,27,12854,0801,4002,1,02
1,TD-5NAR,28,13339,0005,4003,4,13
1,TD-5NAR,29,13545,0005,4003,5,12
1,TD-5ZEW,1,0,0919,R-05,6,00
1,TD-5ZEW,2,614,0104,1088,5,04
1,TD-5ZEW,3,1179,0104,1089,1,04
1,TD-5ZEW,4,1652,0104,1090,1,02
1,TD-5ZEW,5,2151,0104,1091,3,03
1,TP-04NZA,1,0,0104,1087,3,04
1,TP-04NZA,2,323,1901,1086,1,03
1,TP-04NZA,3,643,1901,1085,1,01
1,TP-04NZA,4,1074,1901,1084,1,01
1,TP-04NZA,5,1290,1901,1083,1,03
1,TP-04NZA,6,1752,1901,1082,1,01
1,TP-04NZA,7,2509,1567,1080,1,03
1,TP-04NZA,8,2822,1701,1079,1,03
1,TP-04NZA,9,3453,1701,1078,1,03
1,TP-04NZA,10,4058,1701,1077,1,07
1,TP-04NZA,11,4613,2001,1075,1,03
1,TP-04NZA,12,5264,2001,1006,1,07
1,TP-04NZA,13,5483,2001,1006,1,03
1,TP-04NZA,14,5931,1532,1164,1,03
1,TP-04NZA,15,6416,1532,7055,1,04
1,TP-04NZA,16,6770,0203,7054,1,04
1,TP-04NZA,17,7335,0203,7019,1,08
1,TP-04NZA,18,7815,0203,7081,1,04
1,TP-04NZA,19,8393,1703,5159,1,04
1,TP-04NZA,20,8946,1703,5087,1,03
1,TP-04NZA,21,9468,1703,5086,1,03
1,TP-04NZA,22,9985,1703,5084,1,01
1,TP-04NZA,23,10460,1703,5003,1,07
1,TP-04NZA,24,10767,2202,5037,1,05
1,TP-04NZA,25,11100,2202,5040,1,05
1,TP-04NZA,26,11763,2202,4001,1,13
1,TP-04NZA,27,12125,0801,4002,1,02
1,TP-04NZA,28,12610,0005,4003,4,13
1,TP-04NZA,29,12816,0005,4003,5,12
1,TP-A03ZN,1,0,0005,4003,5,12
1,TP-A03ZN,2,443,0801,4002,1,01
1,TP-A03ZN,3,884,2202,4001,1,14
1,TP-A03ZN,4,1374,2202,5040,1,06
1,TP-A03ZN,5,1774,2202,5037,1,06
1,TP-A03ZN,6,2340,1703,5003,1,08
1,TP-A03ZN,7,2561,1703,5084,1,02
1,TP-A03ZN,8,2836,1703,5085,1,02
1,TP-A03ZN,9,3192,1703,5086,1,04
1,TP-A03ZN,10,3628,1703,5087,1,04
1,TP-A03ZN,11,4128,1703,5159,1,03
1,TP-A03ZN,12,4491,0203,7091,1,07
1,TP-A03ZN,13,4816,0203,7081,1,03
1,TP-A03ZN,14,5294,0203,7019,1,07
1,TP-A03ZN,15,5843,0203,7054,1,05
1,TP-A03ZN,16,6220,1532,7055,1,03
1,TP-A03ZN,17,6663,1532,1164,1,04
1,TP-A03ZN,18,7142,2001,1006,1,04
1,TP-A03ZN,19,7360,2001,1006,1,08
1,TP-A03ZN,20,8010,2001,1075,1,04
1,TP-A03ZN,21,8577,1701,1077,1,04
1,TP-A03ZN,22,9178,1701,1078,1,04
1,TP-A03ZN,23,9709,1701,1079,1,04
1,TP-A03ZN,24,10117,1567,1080,1,04
1,TP-A03ZN,25,10894,1901,1082,1,02
1,TP-A03ZN,26,11237,1901,1083,1,04
1,TP-A03ZN,27,11459,1901,1084,1,02
1,TP-A03ZN,28,11846,1901,1085,1,02
1,TP-A03ZN,29,12305,1901,1086,1,04
1,TP-A03ZN,30,12770,0104,1087,3,03
1,TP-ANN,1,0,0202,4108,3,04
1,TP-ANN,2,81,0202,4108,1,03
1,TP-ANN,3,612,0801,4005,1,03
1,TP-ANN,4,896,0801,4004,1,03
1,TP-ANN,5,1113,0801,4121,1,03
1,TP-ANN,6,1463,0005,4003,1,07
1,TP-ANN,7,1947,0801,4002,1,01
1,TP-ANN,8,2388,2202,4001,1,14
1,TP-ANN,9,2878,2202,5040,1,06
1,TP-ANN,10,3278,2202,5037,1,06
1,TP-ANN,11,3844,1703,5003,1,08
1,TP-ANN,12,4065,1703,5084,1,02
1,TP-ANN,13,4340,1703,5085,1,02
1,TP-ANN,14,4696,1703,5086,1,04
1,TP-ANN,15,5132,1703,5087,1,04
1,TP-ANN,16,5632,1703,5159,1,03
1,TP-ANN,17,5995,0203,7091,1,07
1,TP-ANN,18,6320,0203,7081,1,03
1,TP-ANN,19,6798,0203,7019,1,07
1,TP-ANN,20,7347,0203,7054,1,05
1,TP-ANN,21,7724,1532,7055,1,03
1,TP-ANN,22,8167,1532,1164,1,04
1,TP-ANN,23,8646,2001,1006,1,04
1,TP-ANN,24,8864,2001,1006,1,08
1,TP-ANN,25,9514,2001,1075,1,04
1,TP-ANN,26,10081,1701,1077,1,04
1,TP-ANN,27,10682,1701,1078,1,04
1,TP-ANN,28,11213,1701,1079,1,04
1,TP-ANN,29,11621,1567,1080,1,04
1,TP-ANN,30,12398,1901,1082,1,02
1,TP-ANN,31,12741,1901,1083,1,04
1,TP-ANN,32,12963,1901,1084,1,02
1,TP-ANN,33,13350,1901,1085,1,02
1,TP-ANN,34,13809,1901,1086,1,04
1,TP-ANN,35,14274,0104,1087,3,03
1,TP-BAN,1,0,0104,1087,3,03
1,TP-BAN,2,352,1901,1086,1,03
1,TP-BAN,3,672,1901,1085,1,01
1,TP-BAN,4,1103,1901,1084,1,01
1,TP-BAN,5,1319,1901,1083,1,03
1,TP-BAN,6,1781,1901,1082,1,01
1,TP-BAN,7,2538,1567,1080,1,03
1,TP-BAN,8,2851,1701,1079,1,03
1,TP-BAN,9,3482,1701,1078,1,03
1,TP-BAN,10,4087,1701,1077,1,07
1,TP-BAN,11,4642,2001,1075,1,03
1,TP-BAN,12,5293,2001,1006,1,07
1,TP-BAN,13,5512,2001,1006,1,03
1,TP-BAN,14,5960,1532,1164,1,03
1,TP-BAN,15,6445,1532,7055,1,04
1,TP-BAN,16,6799,0203,7054,1,04
1,TP-BAN,17,7364,0203,7019,1,08
1,TP-BAN,18,7844,0203,7081,1,04
1,TP-BAN,19,8422,1703,5159,1,04
1,TP-BAN,20,8975,1703,5087,1,03
1,TP-BAN,21,9497,1703,5086,1,03
1,TP-BAN,22,10014,1703,5084,1,01
1,TP-BAN,23,10489,1703,5003,1,07
1,TP-BAN,24,10796,2202,5037,1,05
1,TP-BAN,25,11129,2202,5040,1,05
1,TP-BAN,26,11792,2202,4001,1,13
1,TP-BAN,27,12154,0801,4002,1,02
1,TP-BAN,28,12637,0005,4003,1,08
1,TP-BAN,29,12934,0801,4121,1,04
1,TP-BAN,30,13189,0801,4004,1,04
1,TP-BAN,31,13720,0202,4005,1,07
1,TP-BAN,32,14057,0202,4108,3,04
1,TP-NARZW,1,0,0104,1091,3,03
1,TP-NARZW,2,400,0104,1090,1,01
1,TP-NARZW,3,795,0104,1089,1,03
1,TP-NARZW,4,1237,0104,1088,1,03
1,TP-NARZW,5,1880,1901,1086,1,03
1,TP-NARZW,6,2200,1901,1085,1,01
1,TP-NARZW,7,2631,1901,1084,1,01
1,TP-NARZW,8,2847,1901,1083,1,03
1,TP-NARZW,9,3309,1901,1082,1,01
1,TP-NARZW,10,4066,1567,1080,1,03
1,TP-NARZW,11,4379,1701,1079,1,03
1,TP-NARZW,12,5010,1701,1078,1,03
1,TP-NARZW,13,5615,1701,1077,1,07
1,TP-NARZW,14,6170,2001,1075,1,03
1,TP-NARZW,15,6821,2001,1006,1,07
1,TP-NARZW,16,7040,2001,1006,1,03
1,TP-NARZW,17,7488,1532,1164,1,03
1,TP-NARZW,18,7973,1532,7055,1,04
1,TP-NARZW,19,8327,0203,7054,1,04
1,TP-NARZW,20,8892,0203,7019,1,08
1,TP-NARZW,21,9372,0203,7081,1,04
1,TP-NARZW,22,9950,1703,5159,1,04
1,TP-NARZW,23,10503,1703,5087,1,03
1,TP-NARZW,24,11025,1703,5086,1,03
1,TP-NARZW,25,11542,1703,5084,1,01
1,TP-NARZW,26,12017,1703,5003,1,07
1,TP-NARZW,27,12324,2202,5037,1,05
1,TP-NARZW,28,12657,2202,5040,1,05
1,TP-NARZW,29,13320,2202,4001,1,13
1,TP-NARZW,30,13682,0801,4002,1,02
1,TP-NARZW,31,14167,0005,4003,4,13
1,TP-NARZW,32,14373,0005,4003,5,12
1,TP-ZEWZN,1,0,0005,4003,5,12
1,TP-ZEWZN,2,443,0801,4002,1,01
1,TP-ZEWZN,3,884,2202,4001,1,14
1,TP-ZEWZN,4,1374,2202,5040,1,06
1,TP-ZEWZN,5,1774,2202,5037,1,06
1,TP-ZEWZN,6,2340,1703,5003,1,08
1,TP-ZEWZN,7,2561,1703,5084,1,02
1,TP-ZEWZN,8,2836,1703,5085,1,02
1,TP-ZEWZN,9,3192,1703,5086,1,04
1,TP-ZEWZN,10,3628,1703,5087,1,04
1,TP-ZEWZN,11,4128,1703,5159,1,03
1,TP-ZEWZN,12,4491,0203,7091,1,07
1,TP-ZEWZN,13,4816,0203,7081,1,03
1,TP-ZEWZN,14,5294,0203,7019,1,07
1,TP-ZEWZN,15,5843,0203,7054,1,05
1,TP-ZEWZN,16,6220,1532,7055,1,03
1,TP-ZEWZN,17,6663,1532,1164,1,04
1,TP-ZEWZN,18,7142,2001,1006,1,04
1,TP-ZEWZN,19,7360,2001,1006,1,08
1,TP-ZEWZN,20,8010,2001,1075,1,04
1,TP-ZEWZN,21,8577,1701,1077,1,04
1,TP-ZEWZN,22,9178,1701,1078,1,04
1,TP-ZEWZN,23,9709,1701,1079,1,04
1,TP-ZEWZN,24,10117,1567,1080,1,04
1,TP-ZEWZN,25,10894,1901,1082,1,02
1,TP-ZEWZN,26,11237,1901,1083,1,04
1,TP-ZEWZN,27,11459,1901,1084,1,02
1,TP-ZEWZN,28,11846,1901,1085,1,02
1,TP-ZEWZN,29,12305,1901,1086,1,04
1,TP-ZEWZN,30,12806,0104,1088,1,04
1,TP-ZEWZN,31,13371,0104,1089,1,04
1,TP-ZEWZN,32,13844,0104,1090,1,02
1,TP-ZEWZN,33,14343,0104,1091,3,03
1,TX-03NZA,1,0,0104,1087,3,03
1,TX-03NZA,2,352,1901,1086,1,03
1,TX-03NZA,3,672,1901,1085,1,01
1,TX-03NZA,4,1103,1901,1084,1,01
1,TX-03NZA,5,1319,1901,1083,1,03
1,TX-03NZA,6,1781,1901,1082,1,01
1,TX-03NZA,7,2538,1567,1080,1,03
1,TX-03NZA,8,2851,1701,1079,1,03
1,TX-03NZA,9,3482,1701,1078,1,03
1,TX-03NZA,10,4087,1701,1077,1,07
1,TX-03NZA,11,4642,2001,1075,1,03
1,TX-03NZA,12,5293,2001,1006,1,07
1,TX-03NZA,13,5512,2001,1006,1,03
1,TX-03NZA,14,5960,1532,1164,1,03
1,TX-03NZA,15,6445,1532,7055,1,04
1,TX-03NZA,16,6799,0203,7054,1,04
1,TX-03NZA,17,7364,0203,7019,1,08
1,TX-03NZA,18,7844,0203,7081,1,04
1,TX-03NZA,19,8422,1703,5159,1,04
1,TX-03NZA,20,8975,1703,5087,1,03
1,TX-03NZA,21,9497,1703,5086,1,03
1,TX-03NZA,22,10014,1703,5084,1,01
1,TX-03NZA,23,10489,1703,5003,1,07
1,TX-03NZA,24,10796,2202,5037,1,05
1,TX-03NZA,25,11129,2202,5040,1,05
1,TX-03NZA,26,11792,2202,4001,1,13
1,TX-03NZA,27,12154,0801,4002,1,02
1,TX-03NZA,28,12639,0005,4003,4,13
1,TX-03NZA,29,12845,0005,4003,5,12
1,TX-A04ZN,1,0,0005,4003,5,12
1,TX-A04ZN,2,443,0801,4002,1,01
1,TX-A04ZN,3,884,2202,4001,1,14
1,TX-A04ZN,4,1374,2202,5040,1,06
1,TX-A04ZN,5,1774,2202,5037,1,06
1,TX-A04ZN,6,2340,1703,5003,1,08
1,TX-A04ZN,7,2561,1703,5084,1,02
1,TX-A04ZN,8,2836,1703,5085,1,02
1,TX-A04ZN,9,3192,1703,5086,1,04
1,TX-A04ZN,10,3628,1703,5087,1,04
1,TX-A04ZN,11,4128,1703,5159,1,03
1,TX-A04ZN,12,4491,0203,7091,1,07
1,TX-A04ZN,13,4816,0203,7081,1,03
1,TX-A04ZN,14,5294,0203,7019,1,07
